hour,distance_km,route_deviation_m,unexpected_stop_s,nearby_safe_zone_count,nearby_police_or_hospital,community_reports_nearby,is_weekend,safety_score,high_risk
17,0.37,101.5,6.9,4,0,1,0,100.0,0
8,3.15,29.7,20.7,3,1,2,0,97.9,0
11,2.75,104.3,22.5,6,0,0,1,100.0,0
20,0.54,39.1,57.0,1,0,1,0,77.7,0
3,5.08,173.0,29.4,3,1,1,1,56.8,1
19,5.13,44.9,6.2,1,0,3,0,57.8,1
22,0.85,22.7,37.1,3,1,1,0,75.4,0
16,2.74,59.2,5.0,1,0,0,0,100.0,0
8,7.02,59.8,22.0,1,0,2,0,59.1,1
13,4.78,148.4,13.7,3,0,0,0,87.4,0
1,3.47,22.3,6.9,4,0,1,1,77.6,0
22,3.88,117.3,47.5,2,1,0,0,70.7,0
8,1.9,39.8,6.0,1,0,2,0,89.0,0
1,6.55,73.0,7.3,0,1,1,1,63.8,1
19,7.34,104.2,18.7,1,0,0,1,100.0,0
15,7.31,11.3,46.8,3,0,1,0,93.6,0
14,2.02,28.7,20.7,2,1,0,0,100.0,0
1,2.69,33.8,0.1,1,0,0,1,50.2,1
18,1.54,8.5,2.4,3,1,1,0,100.0,0
15,2.67,22.4,51.7,1,0,0,0,91.2,0
19,2.86,10.9,8.8,3,1,2,0,78.8,0
19,5.17,119.8,0.9,2,0,1,1,63.3,1
5,1.76,55.9,4.3,1,1,1,0,95.9,0
5,7.38,28.8,5.0,2,1,0,0,96.0,0
22,1.09,176.3,12.7,3,0,0,0,80.0,0
12,0.35,14.5,7.8,4,1,1,0,100.0,0
10,6.88,25.9,46.4,2,0,0,0,100.0,0
6,5.72,125.7,74.3,2,0,0,0,94.9,0
15,3.04,6.5,13.6,1,1,0,0,100.0,0
18,4.89,120.2,6.3,2,1,0,1,89.1,0
0,2.02,21.8,0.7,4,0,0,0,70.6,0
13,1.6,20.2,2.2,1,0,3,0,63.1,1
23,3.93,23.2,15.5,0,1,0,0,69.8,0
6,3.02,17.2,20.6,6,1,0,0,100.0,0
6,5.04,28.2,0.4,3,0,1,0,90.6,0
21,1.98,53.5,29.4,6,0,2,0,77.1,0
1,5.4,24.9,12.0,5,0,0,0,73.6,0
9,6.2,114.3,63.6,0,1,1,0,62.8,1
10,1.58,18.0,16.4,3,1,1,0,100.0,0
19,0.64,33.7,40.7,0,0,0,1,84.6,0
3,3.68,3.7,11.2,2,1,1,0,75.8,0
10,6.26,71.9,25.2,2,0,1,0,78.9,0
3,5.31,46.3,5.3,1,1,0,1,61.5,1
18,5.7,85.5,53.5,3,0,0,0,88.5,0
15,3.4,9.4,0.1,3,0,1,1,90.8,0
11,2.11,6.5,8.9,3,0,0,0,100.0,0
9,4.39,95.2,2.6,3,1,0,0,98.9,0
3,1.87,28.0,27.6,2,1,1,0,57.2,1
22,5.89,163.0,6.0,1,0,2,0,41.4,1
15,1.82,82.1,1.3,1,0,1,0,86.1,0
7,2.54,9.6,13.9,2,0,1,0,92.7,0
9,4.2,7.9,15.0,4,0,1,1,100.0,0
17,4.05,79.9,14.3,1,1,0,0,100.0,0
17,4.93,88.5,3.8,4,1,0,0,100.0,0
11,3.67,75.9,22.4,0,0,0,0,100.0,0
7,7.38,72.7,19.5,3,0,0,0,100.0,0
15,6.77,146.5,41.1,4,0,1,0,74.3,0
15,7.07,128.5,35.3,2,0,0,0,88.2,0
14,5.15,37.7,63.9,1,1,0,0,97.5,0
1,5.19,86.6,30.1,4,0,2,0,54.5,1
11,4.99,47.8,7.9,0,1,0,0,100.0,0
14,3.65,8.4,11.5,1,0,2,0,76.6,0
22,2.78,149.4,1.7,3,1,1,0,65.1,1
12,4.86,8.8,57.0,1,1,0,1,92.9,0
8,0.5,99.6,8.1,2,0,1,1,94.3,0
13,0.36,7.7,45.7,1,0,1,0,94.1,0
4,6.86,15.8,40.7,2,0,1,0,47.9,1
2,0.66,99.0,13.2,1,0,0,1,72.5,0
16,4.34,22.2,16.7,0,0,0,1,82.2,0
23,5.04,35.0,11.1,4,0,0,1,72.1,0
20,1.83,51.8,0.6,2,0,1,0,78.1,0
14,7.2,233.2,35.5,3,1,0,0,80.9,0
0,1.76,10.2,16.9,1,1,1,0,69.5,0
23,7.11,14.1,11.1,1,1,2,1,48.3,1
10,6.18,44.9,4.9,2,0,0,0,98.1,0
6,2.15,14.9,6.6,0,1,4,0,94.1,0
21,1.46,24.6,3.2,0,1,0,1,84.5,0
17,2.73,4.9,37.0,1,1,1,0,100.0,0
17,3.36,11.0,0.5,1,1,0,0,100.0,0
6,2.19,65.8,1.4,2,0,2,0,90.8,0
23,7.99,81.7,3.3,0,1,0,0,71.1,0
10,2.07,27.4,14.2,4,0,0,0,100.0,0
12,6.7,30.7,14.2,2,0,0,0,100.0,0
18,1.53,2.8,14.7,6,0,2,0,99.8,0
15,7.85,108.8,1.0,3,1,1,0,100.0,0
4,2.04,91.6,9.9,3,0,1,1,70.7,0
7,3.55,153.4,61.2,1,0,1,1,78.5,0
8,4.6,84.5,7.7,3,1,1,0,92.5,0
22,1.23,9.7,16.1,4,1,3,0,55.3,1
17,6.59,139.2,12.7,2,1,0,0,100.0,0
8,2.42,56.7,39.7,5,0,0,1,100.0,0
17,4.53,163.6,23.7,0,1,1,1,88.9,0
17,4.53,37.1,5.7,0,0,1,0,94.4,0
9,4.94,8.4,11.1,3,0,1,0,100.0,0
9,0.73,37.4,0.0,1,1,0,0,100.0,0
21,1.6,61.6,7.3,2,1,2,1,84.6,0
13,1.54,36.9,44.4,3,0,1,0,96.5,0
3,2.63,35.2,34.8,2,1,0,0,85.7,0
17,1.42,94.1,5.0,1,1,1,0,92.0,0
14,7.4,203.1,0.0,3,0,2,0,72.1,0
12,4.25,39.0,10.7,3,1,0,0,100.0,0
17,5.1,165.1,1.8,2,1,0,0,92.9,0
21,3.05,62.7,32.3,3,0,3,0,70.4,0
7,2.43,66.8,5.2,0,0,2,0,83.7,0
10,4.17,14.5,11.7,2,1,0,0,100.0,0
4,2.57,40.5,5.0,2,0,0,0,76.9,0
15,2.95,21.4,15.7,1,0,0,0,96.2,0
9,3.79,30.6,32.1,1,1,0,0,100.0,0
8,4.19,3.5,7.9,3,0,0,0,97.9,0
16,7.88,40.4,4.7,6,0,1,0,92.5,0
9,2.02,28.7,2.1,3,0,0,0,100.0,0
11,4.06,35.1,5.0,3,1,1,0,100.0,0
10,1.45,13.7,54.0,4,1,0,0,100.0,0
6,2.99,2.6,2.0,2,0,1,0,100.0,0
3,5.82,54.6,9.0,3,0,0,0,68.3,0
19,1.64,5.5,0.3,2,0,0,0,93.0,0
2,4.78,8.7,26.4,4,0,0,1,67.3,1
7,3.51,28.6,4.0,2,0,0,1,100.0,0
16,0.7,47.6,30.9,0,1,2,1,93.7,0
3,7.48,14.0,15.2,2,0,0,0,62.8,1
15,3.48,5.4,21.3,1,0,0,0,90.4,0
17,6.34,36.8,28.5,1,1,2,0,85.7,0
15,3.51,152.3,21.9,2,1,1,0,98.0,0
7,7.52,50.6,40.6,0,1,1,1,95.3,0
0,2.54,38.4,6.0,3,1,1,1,66.3,1
21,3.47,13.0,50.2,1,1,2,1,64.8,1
7,6.14,59.3,29.4,1,1,0,0,100.0,0
19,2.95,4.4,6.4,3,0,1,0,93.5,0
4,3.11,105.1,23.1,2,0,2,1,42.4,1
3,7.96,208.7,29.2,4,1,1,0,62.7,1
18,4.58,108.7,14.0,1,0,0,0,93.4,0
22,5.61,0.5,13.2,1,1,0,0,81.9,0
20,5.25,47.5,7.0,2,0,0,0,82.9,0
18,6.68,113.8,0.9,0,0,0,0,85.9,0
5,6.94,107.4,21.7,3,0,2,0,76.1,0
21,4.64,0.5,3.5,4,0,3,0,70.4,0
16,2.57,53.7,57.0,2,0,0,0,86.5,0
4,0.48,142.2,60.7,2,1,1,0,63.7,1
3,5.03,66.2,20.1,0,1,0,1,50.1,1
20,6.66,172.0,24.0,4,1,2,0,75.1,0
6,3.77,76.4,12.1,2,0,3,0,82.8,0
18,1.57,91.1,2.4,0,0,0,1,83.8,0
3,2.52,31.8,47.3,2,0,2,1,48.0,1
6,4.23,193.0,4.2,1,0,1,0,85.9,0
6,6.74,62.4,0.1,0,0,2,0,62.2,1
6,1.62,118.6,52.0,2,0,0,0,100.0,0
16,5.01,1.7,41.1,2,0,0,0,100.0,0
21,6.1,145.7,1.1,3,0,0,1,83.7,0
21,7.51,24.4,32.3,1,0,0,1,72.6,0
17,1.2,7.1,23.5,5,0,1,1,96.5,0
4,7.43,28.3,32.0,2,1,1,0,61.9,1
23,4.93,35.6,6.5,4,0,0,1,91.4,0
13,6.2,38.3,15.7,1,1,0,0,100.0,0
13,0.71,12.6,28.5,5,1,0,0,100.0,0
16,4.2,8.8,5.8,1,0,0,1,100.0,0
18,5.09,45.7,17.2,2,0,1,1,88.2,0
22,2.66,6.9,17.5,3,0,1,0,59.5,1
13,3.62,104.9,31.5,3,1,0,1,99.1,0
14,4.57,89.0,5.5,1,1,1,0,91.0,0
17,4.55,64.9,57.8,2,1,0,0,100.0,0
6,0.62,31.3,0.1,2,1,0,0,100.0,0
7,3.68,2.6,1.1,4,1,1,1,100.0,0
15,1.95,14.9,7.8,4,1,0,0,100.0,0
1,7.36,3.7,8.7,1,1,3,0,50.1,1
7,7.82,20.5,4.4,4,1,1,1,100.0,0
17,2.61,113.2,60.5,1,1,0,1,100.0,0
23,1.65,8.9,2.4,2,0,2,0,65.9,1
12,1.99,148.0,32.3,4,0,1,0,90.3,0
9,3.98,29.5,21.0,1,0,1,0,85.8,0
10,7.03,5.4,3.7,2,1,1,1,90.3,0
16,4.15,5.7,7.5,1,1,0,0,100.0,0
13,0.73,51.3,1.0,1,0,0,1,91.6,0
0,0.61,50.2,4.5,0,0,1,0,68.0,0
12,2.05,29.0,32.0,3,0,0,0,100.0,0
9,6.79,4.3,25.9,3,0,0,0,95.6,0
16,5.09,64.1,1.0,5,0,0,1,100.0,0
21,4.63,33.0,23.8,1,0,2,0,53.1,1
23,2.76,10.0,0.7,1,0,0,1,49.2,1
14,7.46,9.3,2.3,4,1,1,1,100.0,0
8,2.85,24.6,1.3,0,1,0,1,89.4,0
10,6.73,11.0,12.3,4,0,1,0,100.0,0
4,7.2,88.9,1.8,4,1,0,0,81.5,0
22,4.02,47.4,3.2,1,1,0,0,96.5,0
20,7.19,85.1,14.6,4,0,1,1,69.0,0
20,2.43,77.0,26.0,3,0,1,0,94.6,0
7,5.37,154.7,17.9,2,0,0,0,100.0,0
7,0.98,25.5,3.7,2,1,1,0,100.0,0
20,3.95,26.1,134.8,2,0,1,0,58.7,1
13,1.97,34.2,3.4,0,1,1,0,100.0,0
16,0.78,19.2,9.6,4,0,2,0,94.3,0
11,0.33,41.4,4.4,3,1,1,1,91.7,0
10,2.8,65.0,5.4,5,0,1,0,100.0,0
15,4.84,31.6,14.0,0,0,0,0,100.0,0
19,3.81,97.6,53.2,4,1,0,0,89.3,0
8,2.62,21.7,53.4,0,0,0,0,89.5,0
19,7.93,2.8,11.5,1,0,0,0,68.1,0
5,7.53,155.4,5.6,2,1,1,0,100.0,0
9,1.27,101.6,7.7,2,0,0,1,100.0,0
21,3.5,51.7,18.7,1,1,0,1,100.0,0
22,5.3,12.1,1.3,1,0,1,0,47.7,1
22,5.95,14.1,41.5,0,1,1,0,45.0,1
7,3.12,78.8,1.0,3,0,2,1,74.4,0
20,6.05,251.5,21.0,1,0,0,0,65.9,1
22,1.26,71.6,119.4,5,1,0,0,70.4,0
23,2.85,92.7,7.1,4,1,0,1,86.7,0
0,5.82,17.0,29.2,2,0,0,0,81.8,0
17,5.12,80.1,28.3,2,1,2,0,100.0,0
23,6.75,26.6,11.9,4,0,1,0,76.0,0
18,0.66,118.9,1.7,0,0,0,0,100.0,0
5,1.64,64.6,11.6,2,1,0,0,100.0,0
18,0.67,28.3,10.4,4,0,0,1,100.0,0
2,1.78,58.7,12.4,1,0,0,0,59.0,1
11,0.33,22.4,48.0,4,0,0,0,100.0,0
15,4.18,9.2,3.9,3,1,0,0,100.0,0
10,4.37,118.4,24.3,6,0,3,0,92.2,0
16,5.37,59.1,15.2,2,1,1,1,92.6,0
5,3.26,17.1,11.7,1,0,0,0,86.6,0
14,0.32,11.0,71.1,3,1,0,0,100.0,0
15,5.49,47.9,32.4,1,1,0,0,100.0,0
15,0.72,3.3,58.2,1,0,0,1,82.7,0
6,6.97,13.4,43.2,3,1,2,1,92.1,0
7,0.47,25.4,19.9,2,1,1,0,92.9,0
6,4.38,99.1,14.6,1,1,0,0,100.0,0
11,7.19,23.7,56.2,2,0,0,0,79.8,0
14,4.71,100.8,11.5,5,0,0,1,95.0,0
8,4.98,110.5,27.0,2,0,0,0,100.0,0
9,5.55,157.7,25.3,2,1,0,0,100.0,0
6,1.24,29.8,4.6,1,0,0,0,100.0,0
5,5.5,6.8,3.0,1,0,3,1,71.3,0
15,7.08,28.1,7.3,1,1,0,0,100.0,0
19,7.8,51.3,32.1,3,0,1,0,92.3,0
6,3.71,55.9,48.7,1,1,0,0,100.0,0
20,2.95,11.8,0.2,0,1,2,0,64.6,1
13,6.1,27.1,18.4,2,1,1,0,100.0,0
4,4.48,18.4,18.6,3,0,1,0,49.0,1
8,2.28,52.9,44.1,3,1,1,1,93.2,0
0,1.63,20.5,14.4,3,0,1,1,50.2,1
0,1.61,15.1,86.5,4,1,0,1,76.2,0
8,3.84,41.6,15.2,1,1,1,0,82.6,0
10,1.61,20.5,85.4,1,1,4,1,84.0,0
19,0.45,4.1,1.4,4,1,1,0,89.9,0
3,0.7,90.2,12.9,0,1,1,1,31.1,1
20,7.46,10.1,11.1,1,1,1,0,84.0,0
5,0.86,2.2,16.5,3,1,1,0,100.0,0
3,0.86,39.1,23.3,1,0,0,0,73.8,0
16,3.77,14.6,4.3,3,1,0,0,100.0,0
18,2.19,3.4,1.3,2,1,0,0,100.0,0
14,7.71,26.4,3.7,1,0,1,0,100.0,0
2,7.31,21.9,13.3,1,0,0,1,51.5,1
2,3.42,212.9,5.3,3,1,1,0,56.0,1
9,3.76,117.2,37.3,5,0,0,1,100.0,0
10,3.19,58.3,7.2,0,0,0,1,94.1,0
23,0.59,43.4,22.1,1,0,0,0,58.1,1
6,2.55,100.5,32.5,1,0,0,1,99.6,0
4,1.24,85.0,11.4,2,0,3,1,31.5,1
22,1.09,31.9,9.2,3,1,1,1,70.1,0
3,4.62,107.7,0.7,2,0,2,0,25.1,1
0,1.06,61.1,37.2,2,1,1,0,69.3,0
10,1.09,195.1,9.5,0,0,1,1,82.9,0
9,4.0,50.5,13.6,2,1,0,0,100.0,0
14,3.71,103.2,4.5,4,0,1,0,97.0,0
21,1.36,188.1,24.3,2,0,1,0,59.1,1
22,0.33,145.6,7.1,2,0,0,0,53.0,1
6,1.79,95.0,24.4,2,1,2,1,95.6,0
23,2.12,82.8,0.0,5,0,2,0,63.9,1
15,6.46,54.7,16.4,4,0,0,0,100.0,0
1,7.35,53.8,45.2,2,1,2,0,59.9,1
22,3.43,12.7,12.1,3,1,1,0,100.0,0
3,3.42,46.4,28.7,3,0,2,0,36.5,1
14,5.79,38.8,18.9,2,0,2,0,86.0,0
18,5.13,37.9,10.2,3,1,0,0,100.0,0
5,1.72,2.2,18.1,3,1,0,0,93.4,0
6,1.13,24.9,22.2,4,0,0,1,100.0,0
11,3.67,70.1,41.0,2,0,0,0,99.0,0
21,4.65,30.4,10.6,1,1,1,1,77.9,0
5,1.37,47.0,19.0,2,0,1,0,90.9,0
15,2.56,17.6,2.8,2,0,3,0,82.6,0
10,2.66,18.7,16.9,3,1,0,0,100.0,0
2,2.31,5.5,82.8,2,1,4,0,42.7,1
17,3.85,70.8,18.8,3,1,1,1,100.0,0
19,5.33,1.5,2.0,3,0,0,1,94.4,0
13,4.22,14.2,5.0,1,0,0,0,99.1,0
4,1.85,11.4,22.3,1,0,2,1,35.7,1
3,1.09,35.5,7.3,2,0,1,0,52.9,1
10,6.63,15.6,5.2,2,1,0,1,100.0,0
12,3.99,113.4,23.9,5,1,1,0,100.0,0
13,0.78,30.1,24.0,1,1,0,0,100.0,0
5,2.29,27.6,111.4,2,0,1,0,83.2,0
12,6.49,46.1,3.5,2,0,0,0,90.2,0
7,6.09,40.8,14.8,2,0,2,0,88.6,0
16,7.04,6.2,4.3,3,0,1,0,94.6,0
19,4.94,117.5,19.7,0,1,1,1,63.8,1
15,3.56,33.7,12.7,1,0,2,1,82.7,0
0,3.59,106.5,8.9,7,0,1,1,47.7,1
23,1.79,96.6,25.3,3,0,2,0,37.2,1
0,5.31,35.2,28.2,1,0,1,1,49.7,1
23,4.81,54.9,5.5,1,0,0,0,63.3,1
0,1.49,2.8,5.9,5,0,1,1,68.7,0
12,7.12,3.7,4.6,3,0,0,0,100.0,0
2,3.14,13.8,9.2,0,0,0,1,47.0,1
2,0.68,59.7,29.9,2,0,0,0,76.2,0
16,2.82,39.1,3.8,2,1,1,0,100.0,0
17,7.0,113.5,0.4,3,0,2,0,79.0,0
2,7.36,38.5,71.0,0,0,0,0,46.1,1
23,4.08,19.1,10.1,4,0,2,1,54.8,1
7,7.66,57.2,0.1,1,1,0,0,95.6,0
7,7.04,15.6,39.5,3,1,1,1,85.8,0
7,6.65,36.6,2.5,3,1,0,0,100.0,0
11,6.92,103.9,35.8,2,0,1,0,80.5,0
4,3.24,137.2,16.7,3,1,1,0,70.2,0
10,6.12,2.6,19.5,2,0,2,0,80.2,0
5,4.75,62.5,38.4,2,1,1,0,100.0,0
1,5.84,110.7,9.1,2,0,0,0,72.5,0
8,1.67,4.4,0.3,1,0,0,0,90.5,0
16,5.93,35.1,9.2,3,0,2,0,68.9,0
18,7.67,9.8,6.0,1,0,0,0,100.0,0
8,2.63,31.8,17.3,2,1,0,0,100.0,0
7,7.89,157.3,27.3,3,1,1,0,100.0,0
18,3.21,14.9,34.7,1,0,2,1,60.8,1
16,1.84,34.9,22.2,0,0,0,0,94.7,0
19,1.16,93.2,6.9,2,1,1,0,66.6,1
21,6.34,23.6,39.6,3,1,1,0,92.9,0
19,4.57,12.9,49.1,2,0,2,0,70.5,0
22,2.66,62.0,1.1,4,0,1,1,60.6,1
9,4.99,29.8,42.2,4,0,1,0,88.2,0
9,2.86,48.0,20.2,2,1,0,0,100.0,0
7,3.75,42.7,13.0,0,0,0,1,80.9,0
5,6.94,6.2,54.0,1,0,0,1,90.3,0
17,5.44,169.0,3.5,4,0,0,0,93.5,0
17,6.17,34.9,18.0,2,1,1,1,75.7,0
19,4.79,18.6,17.1,1,1,1,1,72.9,0
4,7.93,34.0,1.9,2,1,0,0,81.8,0
11,2.16,18.9,13.9,2,1,1,0,100.0,0
5,2.32,36.6,5.8,1,0,2,0,98.9,0
21,1.01,50.8,5.9,2,0,1,0,74.9,0
6,4.57,5.2,27.1,5,0,1,0,100.0,0
3,5.02,130.9,15.3,2,0,0,0,55.0,1
13,5.89,5.7,12.0,2,1,0,1,100.0,0
21,2.88,9.0,73.4,2,0,1,0,66.0,1
21,0.39,161.5,2.7,1,0,0,0,82.4,0
2,5.17,32.7,1.1,2,0,0,1,50.7,1
7,7.99,176.9,53.8,1,0,0,1,76.3,0
3,2.57,13.8,4.5,0,1,0,0,62.1,1
7,1.72,41.6,21.3,1,0,1,1,90.0,0
12,2.47,27.9,44.5,2,0,3,0,77.1,0
6,3.58,26.7,11.9,6,0,0,0,100.0,0
1,2.23,127.2,8.2,4,1,1,1,81.8,0
12,2.97,13.5,5.4,2,1,1,0,100.0,0
1,5.21,25.2,2.3,1,0,0,0,62.0,1
5,2.96,4.9,4.5,2,1,0,0,100.0,0
0,3.35,97.0,16.4,3,0,0,0,74.9,0
2,0.61,6.2,14.4,0,1,3,0,45.3,1
10,7.37,6.0,9.0,1,1,3,1,62.9,1
20,3.43,13.9,7.8,5,1,0,0,100.0,0
18,2.83,71.6,1.0,1,1,2,1,86.3,0
2,0.97,68.3,28.4,2,1,1,0,66.2,1
0,5.18,56.7,3.0,2,0,1,0,45.1,1
8,6.95,219.7,58.5,2,1,0,0,94.8,0
15,0.62,88.0,1.2,5,1,2,1,100.0,0
17,1.42,26.9,20.2,0,0,2,0,82.1,0
19,1.43,36.2,4.3,0,0,0,1,84.4,0
8,4.94,21.0,2.3,4,1,0,0,100.0,0
4,7.39,121.2,2.5,4,0,3,0,34.8,1
0,3.67,86.8,19.9,2,1,0,0,59.2,1
3,2.95,21.3,39.6,3,0,0,0,74.0,0
1,6.2,36.2,67.1,0,1,1,1,57.6,1
20,6.02,18.4,49.1,3,1,2,0,89.4,0
6,2.2,43.3,23.3,0,1,0,1,85.1,0
19,1.54,19.7,86.3,2,0,1,0,66.5,1
13,3.06,100.1,44.9,1,1,0,0,100.0,0
12,6.27,95.4,37.1,3,0,1,0,87.3,0
10,5.65,86.9,24.4,4,0,0,0,91.1,0
19,5.43,78.3,22.5,2,1,2,0,75.1,0
1,6.69,7.8,19.6,0,1,1,0,49.3,1
2,2.43,6.7,35.6,0,1,0,0,71.3,0
10,2.92,160.1,1.6,1,1,2,0,88.6,0
9,0.63,132.4,2.5,0,0,1,0,100.0,0
13,6.99,55.2,35.8,1,1,2,0,86.4,0
17,4.78,35.4,22.6,3,0,0,0,100.0,0
14,2.6,43.8,7.6,2,1,0,0,100.0,0
6,0.83,97.5,24.2,2,0,0,0,98.8,0
7,5.87,78.7,12.0,2,1,1,0,96.0,0
18,6.07,35.6,1.2,0,1,0,0,92.6,0
4,5.43,24.7,11.2,5,1,0,0,100.0,0
12,1.87,11.2,14.9,2,0,1,0,95.5,0
12,7.33,83.1,20.9,1,0,2,0,83.5,0
18,6.1,4.2,44.0,0,1,2,0,92.1,0
17,5.36,10.9,0.2,2,0,1,0,94.7,0
11,5.31,83.4,18.7,0,0,0,1,85.5,0
7,7.26,44.4,1.4,4,0,1,1,89.6,0
8,7.45,12.9,6.8,1,0,1,1,79.0,0
9,4.89,7.1,7.7,1,1,0,0,100.0,0
5,3.51,187.8,83.3,2,0,1,1,79.1,0
15,3.1,8.0,13.9,2,0,0,0,89.9,0
5,6.61,8.4,7.0,4,0,1,0,83.6,0
15,5.26,14.7,5.8,5,0,0,0,100.0,0
18,0.89,67.0,0.6,1,1,0,0,100.0,0
23,1.39,64.2,8.5,2,1,1,0,78.1,0
2,7.23,18.1,7.6,1,1,1,0,52.4,1
18,7.11,17.7,9.6,3,0,2,0,63.6,1
2,7.63,31.1,11.3,3,1,2,0,64.6,1
8,3.59,82.1,11.2,0,0,0,0,80.9,0
4,6.34,50.0,4.6,3,1,1,0,62.4,1
3,6.68,66.6,3.1,1,1,0,0,70.6,0
4,2.73,36.8,6.5,1,1,0,0,81.0,0
1,1.42,41.2,63.1,5,0,0,1,52.1,1
19,7.98,4.8,32.6,2,1,0,1,83.2,0
1,0.53,50.1,7.6,5,1,0,1,81.1,0
9,4.9,6.7,28.1,4,1,1,0,100.0,0
16,5.31,178.8,2.8,2,0,2,0,75.7,0
23,5.55,38.5,8.1,4,0,2,0,66.1,1
20,2.27,42.4,38.2,3,1,0,0,93.6,0
3,5.86,148.6,5.8,2,1,2,0,55.9,1
23,1.97,112.5,28.8,3,1,3,0,61.0,1
15,6.68,56.0,17.2,2,1,0,1,100.0,0
4,1.99,58.8,11.2,4,0,0,0,54.6,1
10,5.66,20.0,20.4,3,0,0,0,100.0,0
22,6.33,31.5,61.0,3,1,0,0,70.7,0
9,1.75,3.0,18.1,0,0,3,1,77.0,0
4,2.13,25.1,18.6,4,1,0,1,85.6,0
21,6.3,12.5,27.6,0,1,0,1,95.0,0
22,0.96,50.6,8.7,2,0,0,0,66.7,1
23,1.77,1.3,15.8,0,0,2,1,49.7,1
22,3.81,63.4,6.7,1,1,1,0,56.2,1
20,7.46,56.1,10.3,2,1,0,1,100.0,0
10,4.63,105.3,25.0,5,1,1,1,100.0,0
4,3.29,40.1,10.9,2,1,0,0,67.0,1
14,7.83,86.9,0.2,3,0,0,0,86.7,0
5,3.87,79.3,0.5,1,0,2,0,78.1,0
11,3.64,17.0,58.7,2,1,1,0,100.0,0
15,3.47,48.5,13.6,1,0,0,0,95.7,0
22,2.7,125.6,20.7,3,0,0,0,49.5,1
6,2.81,46.5,35.8,1,1,0,0,100.0,0
6,5.6,27.1,13.5,2,0,1,1,87.0,0
17,0.61,106.1,3.7,3,1,2,1,100.0,0
0,5.55,8.1,27.7,1,0,1,0,57.8,1
13,1.85,14.2,20.3,3,0,0,0,100.0,0
17,3.26,4.0,34.2,1,0,0,0,89.0,0
13,1.43,1.6,60.6,2,1,1,0,99.5,0
9,4.56,19.1,1.4,1,0,0,1,87.2,0
19,5.92,28.8,0.6,3,0,0,0,98.7,0
8,3.03,103.4,81.1,5,0,3,0,88.4,0
17,1.56,213.3,30.5,2,0,0,0,87.9,0
11,2.04,88.9,55.0,3,0,0,0,100.0,0
0,6.6,16.6,2.3,4,1,1,0,84.8,0
12,2.36,3.3,29.6,2,1,1,0,100.0,0
1,6.27,187.9,55.9,4,0,0,0,61.5,1
22,2.85,44.8,88.6,3,1,2,0,59.1,1
14,1.75,49.4,36.8,4,0,0,0,94.6,0
8,5.9,186.5,41.9,2,0,2,1,52.1,1
11,3.91,120.5,25.4,0,0,0,0,79.7,0
14,0.54,35.9,3.2,6,0,2,0,95.8,0
6,7.69,152.8,21.9,0,1,0,0,81.6,0
6,1.44,5.9,12.3,1,0,1,0,90.6,0
10,3.02,5.4,9.4,4,0,0,0,100.0,0
6,3.26,1.1,10.9,1,1,1,0,100.0,0
18,4.07,10.9,3.3,2,0,0,0,100.0,0
2,6.35,68.6,28.2,3,0,0,0,56.9,1
19,0.35,83.4,1.0,1,1,1,1,97.7,0
8,7.48,0.9,38.3,2,1,0,0,100.0,0
13,5.27,61.6,1.2,1,1,1,0,99.3,0
3,7.62,48.6,9.3,2,0,0,0,75.9,0
9,6.59,29.3,12.4,0,1,2,0,85.4,0
18,7.44,20.4,33.1,5,1,0,0,100.0,0
6,4.93,31.4,27.1,5,0,0,0,100.0,0
3,3.05,102.1,65.1,3,1,1,1,67.4,0
12,3.71,11.2,5.7,2,1,0,1,100.0,0
3,5.37,69.4,7.0,2,1,3,0,60.7,1
7,3.59,0.3,4.5,0,1,1,0,100.0,0
10,5.93,108.9,6.0,2,1,0,0,100.0,0
13,1.01,19.2,33.8,2,0,0,1,91.4,0
15,6.69,15.1,12.7,1,1,0,0,100.0,0
16,1.87,5.2,28.7,4,1,2,0,100.0,0
20,7.57,43.2,6.6,5,1,0,1,98.0,0
1,1.5,82.1,2.9,1,1,1,0,58.4,1
8,1.29,35.2,15.3,2,1,3,0,68.7,0
0,6.55,1.4,3.7,1,1,1,1,60.1,1
0,6.6,113.5,18.3,1,1,1,0,63.4,1
5,5.99,44.7,8.8,0,0,1,0,75.0,0
14,7.7,0.6,9.6,1,0,1,1,61.9,1
21,2.38,44.1,32.4,3,1,0,0,100.0,0
18,6.67,1.5,14.5,2,0,1,0,96.9,0
15,3.01,217.2,2.5,3,1,0,0,100.0,0
18,4.44,61.0,8.6,2,1,1,1,100.0,0
4,3.73,6.1,11.1,0,1,1,0,48.6,1
20,0.35,116.7,17.4,5,1,1,0,100.0,0
21,4.72,15.0,80.8,5,0,0,0,100.0,0
2,6.06,39.4,1.4,2,1,2,1,54.0,1
11,1.64,20.6,21.5,1,0,0,0,76.0,0
19,7.47,3.1,37.8,2,0,0,0,82.7,0
11,4.38,1.5,2.5,2,0,0,1,82.2,0
20,1.67,68.6,42.5,4,1,0,0,100.0,0
22,5.27,15.8,7.5,2,1,1,0,54.3,1
11,1.78,23.5,0.5,1,0,0,0,100.0,0
1,0.79,82.5,40.9,1,0,2,0,51.3,1
8,5.58,22.7,27.6,4,0,2,0,96.6,0
5,1.15,57.7,5.1,0,1,0,1,100.0,0
